summary_x,gameId,gameDate,away,home,awayOdds,homeOdds,date,status,details.seasonType,details.season,details.conferenceGame,details.divisionGame,teams.away.team,teams.away.conference,teams.home.team,teams.home.conference,teams.home.division,venue.name,venue.neutralSite,venue.city,venue.state,scoreboard.score.away,scoreboard.score.home,teams.away.division,scoreboard.score._id,venue.country,week,home_pregame_elo,home_postgame_elo,away_pregame_elo,away_postgame_elo,home_division,away_division,completed,home.offense.plays,home.offense.drives,home.offense.ppa,home.offense.totalPPA,home.offense.successRate,home.offense.explosiveness,home.offense.powerSuccess,home.offense.stuffRate,home.offense.lineYards,home.offense.lineYardsTotal,home.offense.secondLevelYards,home.offense.secondLevelYardsTotal,home.offense.openFieldYards,home.offense.openFieldYardsTotal,home.offense.standardDowns.ppa,home.offense.standardDowns.successRate,home.offense.standardDowns.explosiveness,home.offense.passingDowns.ppa,home.offense.passingDowns.successRate,home.offense.passingDowns.explosiveness,home.offense.rushingPlays.ppa,home.offense.rushingPlays.totalPPA,home.offense.rushingPlays.successRate,home.offense.rushingPlays.explosiveness,home.offense.passingPlays.ppa,home.offense.passingPlays.totalPPA,home.offense.passingPlays.successRate,home.offense.passingPlays.explosiveness,home.defense.plays,home.defense.drives,home.defense.ppa,home.defense.totalPPA,home.defense.successRate,home.defense.explosiveness,home.defense.powerSuccess,home.defense.stuffRate,home.defense.lineYards,home.defense.lineYardsTotal,home.defense.secondLevelYards,home.defense.secondLevelYardsTotal,home.defense.openFieldYards,home.defense.openFieldYardsTotal,home.defense.standardDowns.ppa,home.defense.standardDowns.successRate,home.defense.standardDowns.explosiveness,home.defense.passingDowns.ppa,home.defense.passingDowns.successRate,home.defense.passingDowns.explosiveness,home.defense.rushingPlays.ppa,home.defense.rushingPlays.totalPPA,home.defense.rushingPlays.successRate,home.defense.rushingPlays.explosiveness,home.defense.passingPlays.ppa,home.defense.passingPlays.totalPPA,home.defense.passingPlays.successRate,home.defense.passingPlays.explosiveness,away.offense.plays,away.offense.drives,away.offense.ppa,away.offense.totalPPA,away.offense.successRate,away.offense.explosiveness,away.offense.powerSuccess,away.offense.stuffRate,away.offense.lineYards,away.offense.lineYardsTotal,away.offense.secondLevelYards,away.offense.secondLevelYardsTotal,away.offense.openFieldYards,away.offense.openFieldYardsTotal,away.offense.standardDowns.ppa,away.offense.standardDowns.successRate,away.offense.standardDowns.explosiveness,away.offense.passingDowns.ppa,away.offense.passingDowns.successRate,away.offense.passingDowns.explosiveness,away.offense.rushingPlays.ppa,away.offense.rushingPlays.totalPPA,away.offense.rushingPlays.successRate,away.offense.rushingPlays.explosiveness,away.offense.passingPlays.ppa,away.offense.passingPlays.totalPPA,away.offense.passingPlays.successRate,away.offense.passingPlays.explosiveness,away.defense.plays,away.defense.drives,away.defense.ppa,away.defense.totalPPA,away.defense.successRate,away.defense.explosiveness,away.defense.powerSuccess,away.defense.stuffRate,away.defense.lineYards,away.defense.lineYardsTotal,away.defense.secondLevelYards,away.defense.secondLevelYardsTotal,away.defense.openFieldYards,away.defense.openFieldYardsTotal,away.defense.standardDowns.ppa,away.defense.standardDowns.successRate,away.defense.standardDowns.explosiveness,away.defense.passingDowns.ppa,away.defense.passingDowns.successRate,away.defense.passingDowns.explosiveness,away.defense.rushingPlays.ppa,away.defense.rushingPlays.totalPPA,away.defense.rushingPlays.successRate,away.defense.rushingPlays.explosiveness,away.defense.passingPlays.ppa,away.defense.passingPlays.totalPPA,away.defense.passingPlays.successRate,away.defense.passingPlays.explosiveness,away_cover
2022-Mississippi State @ Alabama,285348,2022-10-22T23:00:00.000Z,21.5,-21.5,-120,-100,2022-10-16T21:34:06.017Z,final,regular,2022,TRUE,TRUE,Mississippi State,SEC,Alabama,SEC,West,Bryant-Denny Stadium,FALSE,Tuscaloosa,AL,6,30,West,,,8,2220,,1709,,fbs,fbs,,83,11,0.358614816,29.7650297,0.518072289,1.330304723,1,0.2,2.493333333,75,0.9,27,0.733333333,22,0.211305485,0.533333333,0.984298084,0.742900027,0.47826087,2.336869491,0.040953738,1.228612143,0.466666667,0.820212265,0.538422973,28.53641755,0.547169811,1.576556254,70,14,0.299547259,20.96830816,0.571428571,1.176234216,0.9,0.078947368,4.05,154,1.394736842,53,0.394736842,15,0.50707612,0.666666667,1.183716518,-0.400862643,0.25,1.1088935,0.111484811,4.236422831,0.605263158,0.698874648,0.522871417,16.73188533,0.53125,1.822073632,47,9,0.085650094,4.025554411,0.340425532,1.223830423,0,0.444444444,1.644444444,15,0.777777778,7,0.666666667,6,0.250090612,0.482758621,1.149707683,-0.179281852,0.111111111,1.742689608,-0.220567502,-1.985107519,0.222222222,1.081039232,0.158175314,6.01066193,0.368421053,1.244229165,73,10,0.21594467,15.76396089,0.452054795,1.373993254,0.583333333,0.229166667,3.347916667,161,1.1875,57,1.229166667,59,0.140798968,0.5,1.221087224,0.429516663,0.315789474,2.062070391,0.264835075,12.71208361,0.520833333,0.996227442,0.122075091,3.051877279,0.32,2.554511418,FALSE
2022-Boise State @ Air Force,285362,2022-10-22T23:00:00.000Z,4,-4,-105,-120,2022-10-16T21:34:06.050Z,final,regular,2022,TRUE,TRUE,Boise State,Mountain West,Air Force,Mountain West,Mountain,Falcon Stadium,FALSE,Colorado Springs,CO,19,14,Mountain,,,8,1713,,1584,,fbs,fbs,,55,10,0.427241718,23.49829446,0.581818182,1.04738917,1,0.038461538,3.851923077,200,0.980769231,51,1.211538462,63,0.419504312,0.591836735,1.017772816,0.49043053,0.5,1.333680591,0.467518649,24.31096976,0.596153846,1.029743365,-0.270891765,-0.812675296,0.333333333,1.594409118,23,6,0.070718654,1.62652905,0.434782609,1.006972596,1,0.25,2.983333333,36,0.583333333,7,1.837837838,68,-0.022238418,0.5,0.776567542,0.405364116,0.2,3.08061808,-0.066390867,-0.796690407,0.333333333,0.484289421,0.476420711,4.764207107,0.6,1.355428046,67.2,10.8,0.249840605,17.73897904,0.414285714,1.172811918,1,0.149803922,3.481509804,160.2,1.270980392,58,1.434705882,71,0.151360619,0.452,0.939670837,0.515326405,0.353333333,1.888149975,0.265702136,12.30691173,0.455098039,0.921113738,0.375206048,6.518981947,0.406984127,1.781114891,59.8,10.6,0.129658315,7.801182821,0.400823469,0.920070094,0.942857143,0.085521886,2.922525253,108.4,0.356902357,15.2,0.203703704,11,0.170128121,0.525101626,0.827555021,0.032570241,0.099690402,2.650747344,0.194047382,6.550390954,0.441414141,0.835708502,0.139833711,1.897454546,0.385953177,1.138920887,TRUE
2022-UCF @ East Carolina,285319,2022-10-22T23:30:00.000Z,-4,4,-120,-105,2022-10-16T21:34:06.144Z,final,regular,2022,TRUE,TRUE,UCF,AAC,East Carolina,AAC,East,Dowdy-Ficklen Stadium,FALSE,Greenville,NC,13,34,East,,,8,1531,,1668,,fbs,fbs,,74,11,0.289006975,21.38651614,0.5,1.20539511,0.714285714,0.128205128,3.374358974,132,1.256410256,49,1.256410256,49,0.158976984,0.518518519,0.987702672,0.640087951,0.45,1.882660474,0.27191087,10.60452392,0.512820513,0.904159649,0.308056921,10.78199223,0.485714286,1.559789771,72,12,0.360636345,25.96581682,0.5,1.240290296,1,0.193548387,2.825806452,88,0.741935484,23,0.129032258,4,0.309595039,0.568627451,0.942246318,0.484593801,0.333333333,2.475043922,0.056961413,1.765803807,0.387096774,0.756850868,0.613759713,23.9366288,0.615384615,1.482010011,74.2,12,0.737143903,53.31955595,0.613302822,1.563482768,0.704761905,0.164561404,3.315157895,144.2,1.45754386,62,2.975087719,126.4,0.647585708,0.658282828,1.340276414,1.064888352,0.438509317,2.802930616,0.478643803,20.13896313,0.57122807,1.250277437,1.105382834,33.30340346,0.676048462,1.936822532,68.8,11.2,0.057231697,3.713809387,0.335821596,1.367558697,0.466666667,0.241890166,2.187177522,60.4,0.520561941,14.8,2.137931034,62,-0.120218321,0.368641115,0.905595784,0.327473953,0.28384755,2.268029939,-0.269259711,-7.140750392,0.208173691,0.560414605,0.247007502,10.85455978,0.409970674,1.52402056,FALSE
2022-Texas A&M @ South Carolina,285342,2022-10-22T23:30:00.000Z,-3,3,-125,105,2022-10-16T21:34:06.082Z,final,regular,2022,TRUE,FALSE,Texas A&M,SEC,South Carolina,SEC,East,Williams-Brice Stadium,FALSE,Columbia,SC,24,30,West,,,8,1546,,1667,,fbs,fbs,,61.8,11.8,0.21501096,13.59687042,0.424716267,1.424192377,0.491428571,0.190526316,2.975894737,117.4,0.993684211,39,1.775789474,69.8,0.132265393,0.447445887,1.134068299,0.48719695,0.372631579,2.351593002,0.077497649,2.808091961,0.442105263,0.992466267,0.503630577,11.06732026,0.404761905,2.237645408,62.4,11,0.174506763,10.87952141,0.410080645,1.176401411,1,0.069458128,4.019581281,116.4,1.473152709,42.6,0.828571429,24,-0.039761493,0.486750165,0.780579062,0.501932769,0.293565217,2.188634011,0.23644672,6.857097891,0.547536946,0.626523304,0.152744747,5.040576636,0.296969697,2.16122674,71.6,14.4,0.051375762,3.696788571,0.352698413,1.306170503,0.466666667,0.204895105,2.848321678,65.8,1.24965035,29,0.655944056,15.6,0.06498856,0.401960784,1.234863154,0.005934236,0.250877193,1.552497098,0.042246685,1.229468347,0.377622378,0.970197875,0.084190982,4.227569838,0.33972093,1.477039266,68.8,13.4,0.165714973,11.34965742,0.421696505,1.342210664,0.1,0.14673913,3.322318841,138.4,1.49384058,63.4,2.04057971,88,0.049323556,0.432395567,1.088613626,0.400930718,0.395396419,1.90133482,0.256148962,10.40956326,0.447826087,1.158908465,-0.04752172,0.94009416,0.373715415,1.678273802,FALSE
2022-Minnesota @ Penn State,285363,2022-10-22T23:30:00.000Z,4.5,-4.5,-110,-110,2022-10-16T21:34:06.115Z,final,regular,2022,TRUE,FALSE,Minnesota,Big Ten,Penn State,Big Ten,East,Beaver Stadium,FALSE,University Park,PA,17,45,West,,,8,1815,,1790,,fbs,fbs,,51,9,0.080788052,4.120190635,0.31372549,1.538639237,0.6,0.15,2.685,54,0.8,16,2.75,55,0.007493304,0.333333333,1.329116303,0.215161756,0.277777778,1.999589693,0.219661357,4.393227135,0.3,1.408627196,-0.008807629,-0.2730365,0.322580645,1.616646462,79,10,0.328312079,25.93665422,0.556962025,1.212749341,0.777777778,0.148148148,3.759259259,203,1.481481481,80,3.018518519,163,0.148116299,0.568965517,1.008395652,0.82599566,0.523809524,1.825810407,0.541255561,29.22780028,0.592592593,1.214824031,-0.131645842,-3.291146061,0.48,1.207216836,41,10,-0.025353643,-1.039499355,0.341463415,1.442062258,1,0.045454545,3.777272727,83,1.363636364,30,2.590909091,57,-0.24656896,0.333333333,1.091990653,0.577960859,0.363636364,2.317241268,0.60851057,13.38723253,0.454545455,1.750939713,-0.518583442,-8.297335076,0.25,0.669868619,85,10,0.361189542,30.70111107,0.447058824,1.196297976,1,0.037735849,3.445283019,183,0.962264151,51,0.660377358,35,0.274702974,0.456140351,1.062866308,0.537251484,0.428571429,1.485399924,0.191663926,10.15818809,0.396226415,0.994062311,0.641966343,20.54292298,0.53125,1.446118504,FALSE
2022-Pittsburgh @ Louisville,285327,2022-10-23T00:00:00.000Z,0,0,-100,-120,2022-10-16T21:34:06.238Z,final,regular,2022,TRUE,FALSE,Pittsburgh,ACC,Louisville,ACC,Atlantic,Cardinal Stadium,FALSE,Louisville,KY,10,24,Coastal,,,8,1604,,1682,,fbs,fbs,,74.4,13.4,0.202234429,15.1414757,0.399415205,1.329959355,0.714285714,0.185577943,2.887518558,127.4,0.78154825,34,1.204559915,51.8,0.013050515,0.396585366,0.981041289,0.645339503,0.404435484,2.053210358,0.103294032,4.551979998,0.374655355,1.017396593,0.469968739,13.39853086,0.45483871,1.731868724,63.6,12.4,-0.002778092,-0.506702714,0.366475096,1.313401502,0.416666667,0.247058824,2.747254902,76,0.868627451,25.8,0.656862745,21.8,-0.240503008,0.408460635,0.836407998,0.415956306,0.292307692,2.407967074,-0.229510297,-2.154187432,0.311764706,0.989990041,0.108447709,4.121012948,0.373684211,1.522924788,70.2,16,0.314665645,22.07383243,0.412957746,1.579709775,0.466666667,0.270695971,3.052820513,116.8,1.499267399,59.4,3.242124542,135.8,0.357791989,0.492028986,1.544804386,0.220652712,0.245818182,1.703265971,0.394688505,15.90904567,0.46959707,1.523885378,0.194044548,6.180039653,0.353030303,1.603877656,73.2,15.4,0.073484061,5.414274757,0.373513514,1.151795565,0.65,0.185185185,3.238689459,93.8,1.133333333,34.6,1.633048433,51.6,-0.06139854,0.434615385,0.800330275,0.284732172,0.255583127,2.355144559,0.255406849,7.500455378,0.486609687,1.060915585,-0.062175167,-2.10885837,0.306030856,1.19911052,FALSE
2022-Kansas State @ TCU,285334,2022-10-23T00:00:00.000Z,4,-4,-105,-115,2022-10-16T21:34:06.208Z,final,regular,2022,TRUE,TRUE,Kansas State,Big 12,TCU,Big 12,,Amon G. Carter Stadium,FALSE,Fort Worth,TX,28,38,,,,8,1635,,1687,,fbs,fbs,,83,15,0.219878911,18.24994964,0.43373494,1.219532797,0.666666667,0.19047619,3.457142857,145,1.738095238,73,0.833333333,35,0.188718196,0.508474576,1.008970165,0.296482335,0.25,2.272345955,0.170818886,7.174393216,0.523809524,0.879169286,0.270135522,11.07555642,0.341463415,1.754389743,77,17,0.141192333,10.87180967,0.376623377,1.300231251,0.8,0.230769231,2.315384615,90,0.923076923,36,0.692307692,27,0.130810502,0.448979592,1.026638094,0.159360538,0.25,2.160095458,0.146570447,5.716247447,0.384615385,1.029424424,0.13567269,5.155562226,0.368421053,1.590381423,56.4,11.6,0.166857598,9.288704769,0.432358674,1.073384467,0.68,0.16625,3.248803571,111.6,1.133392857,38.6,1.663571429,54.4,0.072192048,0.5,0.798265957,0.442161141,0.257777778,2.513950728,0.067925552,2.006176973,0.4075,0.797839161,0.331023991,7.282527796,0.472727273,1.401703253,64.8,11.8,-0.00400691,0.44324997,0.354795082,0.995879283,0.416666667,0.188961039,3.107662338,73.6,0.745454545,17.6,0.782467532,18.2,-0.004081054,0.430261137,0.825287053,-0.00810351,0.170760234,2.032151874,0.073968564,1.960770467,0.412337662,0.62464738,-0.030719266,-0.730192717,0.326153846,1.259926664,FALSE
2022-Colorado @ Oregon State,285337,2022-10-23T00:00:00.000Z,24,-24,-115,-105,2022-10-16T21:34:06.178Z,final,regular,2022,TRUE,FALSE,Colorado,Pac 12,Oregon State,Pac 12,North,Reser Stadium,FALSE,Corvallis,OR,9,42,South,,,8,1550,,1144,,fbs,fbs,,71,12,0.191639979,13.60643854,0.492957746,0.919549169,0.8,0.127659574,3.244680851,153,0.85106383,40,1.382978723,65,0.112699484,0.549019608,0.703741864,0.392938242,0.35,1.782778387,0.157471851,7.40117702,0.510638298,0.75941593,0.309600715,7.120816437,0.47826087,1.268930781,74,12,0.013930219,1.030836208,0.351351351,1.43070957,0.5,0.214285714,3.385714286,47,1.428571429,20,0.714285714,10,-0.279997373,0.372093023,0.844427231,0.421636233,0.322580645,2.368761313,0.040017713,0.560247987,0.428571429,0.976002846,0.025398896,1.498534885,0.338983051,1.567121588,67,13,0.121094258,8.113315256,0.417910448,1.175420334,0.8,0.212121212,2.724242424,90,0.727272727,24,0.333333333,11,-0.001780668,0.489361702,0.903074805,0.409850332,0.25,2.428209765,0.093910116,3.099033812,0.454545455,0.790339767,0.155084669,5.117794072,0.393939394,1.619744065,72,14,-0.114992612,-8.279468089,0.333333333,1.143103948,0.166666667,0.4,1.27,25,0.7,14,0.75,15,-0.163003349,0.375,0.999927031,-0.018971139,0.25,1.5726347,-0.511464238,-10.22928475,0.25,0.863776553,0.042576295,2.171391022,0.37254902,1.216611157,FALSE
2022-Utah State @ Wyoming,285322,2022-10-23T01:45:00.000Z,3.5,-3.5,-100,-120,2022-10-16T21:34:06.270Z,final,regular,2022,TRUE,TRUE,Utah State,Mountain West,Wyoming,Mountain West,Mountain,War Memorial Stadium (WY),FALSE,Laramie,WY,14,28,Mountain,,,8,1386,,1428,,fbs,fbs,,58.6,13,0.062962565,3.817934461,0.309937107,1.544541807,0.48,0.268498168,2.454120879,88.8,0.903663004,33.2,0.946703297,32.6,0.033285525,0.363131313,1.369564597,0.148656464,0.173529412,2.458578051,-0.018170447,-1.009793146,0.330952381,1.055394162,0.25881501,5.390982887,0.280745342,2.553352609,71.8,13,0.151243944,10.95218239,0.380957746,1.096656866,0.733333333,0.146718147,3.491274131,143.8,1.329214929,54.8,0.627799228,25.8,0.058536038,0.457334526,0.815856977,0.297479472,0.252173913,1.956876947,0.22966702,9.543685578,0.429343629,0.928743134,0.020656975,1.499304491,0.326510721,1.324863435,79,15,0.090863101,7.178185017,0.417721519,1.029128746,1,0.063829787,3.576595745,168,1.127659574,53,1.106382979,52,0.107002215,0.49122807,0.916640175,0.049048125,0.227272727,1.659064745,0.236014893,11.09269997,0.468085106,0.970897528,0.004798674,0.148758889,0.35483871,1.145591182,67,14,-0.150589552,-10.08949997,0.23880597,1.430104347,0.5,0.290322581,2.416129032,75,0.774193548,24,0.774193548,24,-0.209729204,0.3,1.180157942,-0.062975252,0.148148148,2.179943562,-0.04639309,-1.438185796,0.290322581,1.260582144,-0.206318693,-7.221154256,0.2,1.648061466,FALSE
2022-Washington @ California,285338,2022-10-23T02:30:00.000Z,-7.5,7.5,-110,-110,2022-10-16T21:34:06.300Z,final,regular,2022,TRUE,TRUE,Washington,Pac 12,California,Pac 12,North,California Memorial Stadium,FALSE,Berkeley,CA,28,21,North,,,8,1501,,1604,,fbs,fbs,,72,14,-0.114992612,-8.279468089,0.333333333,1.143103948,0.166666667,0.4,1.27,25,0.7,14,0.75,15,-0.163003349,0.375,0.999927031,-0.018971139,0.25,1.5726347,-0.511464238,-10.22928475,0.25,0.863776553,0.042576295,2.171391022,0.37254902,1.216611157,67,13,0.121094258,8.113315256,0.417910448,1.175420334,0.8,0.212121212,2.724242424,90,0.727272727,24,0.333333333,11,-0.001780668,0.489361702,0.903074805,0.409850332,0.25,2.428209765,0.093910116,3.099033812,0.454545455,0.790339767,0.155084669,5.117794072,0.393939394,1.619744065,73,12,0.608539808,44.42340602,0.630136986,1.243886189,0.888888889,0.137931034,2.789655172,81,0.931034483,27,0.310344828,9,0.553872168,0.655172414,1.221441897,0.819921351,0.533333333,1.350496581,0.205635518,5.963430018,0.551724138,0.826066586,0.874090364,38.459976,0.681818182,1.466723311,67,12,0.495093109,33.17123832,0.611940299,1.199784081,0.833333333,0.071428571,4.285714286,120,1.714285714,48,0.5,14,0.618745745,0.698113208,1.100922023,0.02697956,0.285714286,2.114258115,0.310158811,8.684446704,0.642857143,0.692182855,0.627866452,24.48679162,0.58974359,1.597037214,FALSE
2022-San Diego State @ Nevada,285365,2022-10-23T02:30:00.000Z,-9,9,-110,-110,2022-10-16T21:34:06.331Z,final,regular,2022,TRUE,TRUE,San Diego State,Mountain West,Nevada,Mountain West,West,Mackay Stadium,FALSE,Reno,NV,23,7,West,,,8,1447,,1386,,fbs,fbs,,66,10,0.15116906,9.977157938,0.363636364,1.206728184,0.666666667,0.178571429,2.257142857,63,0.75,21,0.642857143,18,-0.023551544,0.363636364,0.919665769,0.500610266,0.363636364,1.780853014,-0.055701025,-1.55962871,0.321428571,0.926101876,0.303599649,11.53678665,0.394736842,1.375103969,68,10,0.366243,24.90452403,0.514705882,1.192753586,1,0.047619048,3.669047619,154,1.119047619,47,1.238095238,52,0.300204252,0.557692308,0.986204995,0.580868934,0.375,2.191071775,0.432671516,18.17220368,0.619047619,0.965452268,0.269904089,6.747602227,0.36,1.849401839,67.2,10.6,0.180644375,12.68131832,0.402857143,1.213047192,0.6,0.300806452,2.538387097,80.4,1.015322581,32.2,0.907258065,28.4,0.040589298,0.442424242,0.857946581,0.41513827,0.337792642,1.988510258,0.008277381,0.230269227,0.333870968,0.866385357,0.328475205,12.91924663,0.458333333,1.379750815,58.2,10.8,0.158945489,9.206737182,0.416235595,1.261486799,0.84,0.125037481,3.422548726,82.8,1.264167916,30.4,1.182608696,27.2,0.10290834,0.4675,0.967386351,0.299242537,0.282898551,2.56551113,0.150676804,3.480851563,0.458470765,0.961769282,0.186015792,6.437037601,0.392307692,1.513637607,TRUE
2022-Troy @ South Alabama,285289,2022-10-20T23:30:00.000Z,3,-3,-105,-115,2022-10-16T20:36:08.580Z,final,regular,2022,TRUE,TRUE,Troy,Sun Belt,South Alabama,Sun Belt,West,Hancock Whitney Stadium,FALSE,Mobile,AL,10,6,West,,,8,1463,,1436,,fbs,fbs,,72,13,0.437723825,31.51611542,0.458333333,1.568223106,0.8,0.210526316,3.052631579,116,0.973684211,37,1.684210526,64,0.347466747,0.520833333,1.252847447,0.618237983,0.333333333,2.553772039,0.217516406,8.265623444,0.368421053,1.278773127,0.683837999,23.25049198,0.558823529,1.781502037,56,12,0.339871099,19.03278155,0.321428571,2.093130213,0.5,0.230769231,2.711538462,71,0.692307692,18,0,0,0.384142711,0.382352941,2.014591216,0.271451335,0.227272727,2.297331603,-0.133733911,-3.477081697,0.230769231,0.99976525,0.809271191,23.46886453,0.413793103,2.639812694,63.6,12.6,0.166429603,10.72713821,0.422580645,1.251644889,0.95,0.142365591,3.299032258,101.6,0.890107527,27.4,0.241505376,7.4,0.180843876,0.515685304,1.039870821,0.128094699,0.213272311,2.435445099,0.052855282,1.621602675,0.487096774,0.638332066,0.329621072,10.63938072,0.369230769,2.091839611,64,11.8,0.081251529,5.722394565,0.354519774,1.222990099,0.533333333,0.241666667,2.408095238,65.2,0.657142857,17.6,0.14047619,3.6,0.083604163,0.434552846,1.088342285,0.081668709,0.172222222,2.088944524,-0.082480254,-2.357081591,0.377380952,0.91212669,0.219118737,8.190278664,0.339420448,1.486750909,TRUE
2022-Virginia @ Georgia Tech,285291,2022-10-20T23:30:00.000Z,3.5,-3.5,-110,-110,2022-10-16T20:36:08.551Z,final,regular,2022,TRUE,TRUE,Virginia,ACC,Georgia Tech,ACC,Coastal,Bobby Dodd Stadium,FALSE,Atlanta,GA,16,9,Coastal,,,8,1268,,1385,,fbs,fbs,,71.6,12.2,0.130301163,9.369910886,0.415555556,1.110766604,0.85,0.155555556,3.433504274,125,1.511111111,55.4,1.27008547,47.6,0.06401562,0.466666667,0.972374489,0.216467164,0.270967742,1.637036258,0.152142824,5.628259283,0.44957265,0.935253244,0.096979217,3.741651603,0.378494624,1.279207829,73.4,11.2,0.024538409,1.674130387,0.374038828,1.049169439,1,0.04974359,3.714153846,108.8,0.916410256,26.6,0.716410256,21.4,0.013418196,0.438107417,0.801443764,0.049285601,0.237913043,2.062644909,0.203158318,5.92778165,0.454358974,0.83839495,-0.020914242,-0.843969054,0.328224101,1.24200451,50,10.4,0.036563161,1.827514514,0.374954628,1.432691145,0.55,0.325,1.769166667,30.8,0.608333333,10.2,0.208333333,3.4,-0.388946677,0.376576577,0.726232784,0.695594962,0.364705882,2.60342544,-0.304998467,-5.586120809,0.275,1.121729706,0.294606616,10.70487726,0.433333333,1.526593729,69.2,12.2,0.279191682,18.93984563,0.484255129,1.146534026,0.857142857,0.101790281,3.195524297,130.2,0.885421995,34.8,1.200255754,46.6,0.225122589,0.529767442,0.980341205,0.508933586,0.3625,1.947150194,0.271635219,9.996216698,0.49488491,0.946191004,0.423286561,11.75266409,0.492,1.406312993,TRUE
2022-Georgia State @ Appalachian State,285278,2022-10-19T23:30:00.000Z,10.5,-10.5,-115,-105,2022-10-16T20:36:08.494Z,final,regular,2022,TRUE,TRUE,Georgia State,Sun Belt,Appalachian State,Sun Belt,East,Kidd Brewer Stadium,FALSE,Boone,NC,17,42,East,,,8,1595,,1483,,fbs,fbs,,75,11.4,0.181441738,14.40391113,0.396090226,1.306490835,0.133333333,0.102525253,2.844949495,73,0.611111111,18.8,0.568181818,25,0.220380149,0.480903226,1.223247775,0.055375796,0.192727273,1.525969333,-0.158388252,-1.302323174,0.148989899,1.234189146,0.367176108,18.72598152,0.48627451,1.393449971,67,9.8,0.202647725,13.84802461,0.463844352,1.140703024,0.704761905,0.189411765,2.573176471,69.6,0.533647059,14.4,0.352941176,12,0.042955883,0.495238095,0.829934943,0.557482345,0.394736842,2.032010048,0.064015,1.905846338,0.404941176,0.746090975,0.429964245,16.37607484,0.515,1.391467941,75.2,13.4,0.206924795,16.43268782,0.446428571,1.278030687,0.86,0.183464837,2.978854202,137.2,0.964619783,43.8,1.117438536,58.8,0.153383904,0.480106789,1.151444737,0.369362691,0.352077295,2.008221306,0.006213027,0.295511363,0.413859348,0.818597348,0.514439563,16.55206295,0.496194332,1.863268923,77.6,13.4,0.18627773,13.91169761,0.514144712,1.187458998,0.644444444,0.221354321,2.957695278,118.2,1.284971785,49.4,0.991980992,41.8,0.142281399,0.541176046,1.05000099,0.351651164,0.420512821,1.708927114,0.093981813,5.987602212,0.483367983,0.919674763,0.300403024,11.33852496,0.556089533,1.366908415,FALSE
2022-Old Dominion @ Coastal Carolina,285260,2022-10-15T16:00:00.000Z,11,-11,-110,-115,2022-10-09T21:21:26.790Z,final,regular,2022,TRUE,TRUE,Old Dominion,Sun Belt,Coastal Carolina,Sun Belt,East,Brooks Stadium,FALSE,Conway,SC,49,21,East,,,7,1670,,1337,,fbs,fbs,,57.6,10.6,0.48750572,28.02351,0.482589286,1.456840811,0.9,0.178571429,3.407142857,95.2,1.5,42,2.257142857,63.2,0.430268056,0.538815411,1.277650987,0.623520179,0.365325077,2.066651571,0.431874973,12.09249926,0.471428571,1.309163281,0.537788074,15.93101074,0.494444444,1.586182161,68.2,11.2,0.264756535,18.11543836,0.457820487,1.391854253,0.4,0.183490073,3.38369906,108.6,1.470637409,47.4,1.120585162,35.6,0.062934161,0.484649512,1.166577276,0.705755709,0.401190476,1.979643483,0.182243948,5.88541389,0.415256008,1.136814655,0.338578874,12.28802198,0.497674419,1.597022885,58.4,13.4,0.028817576,0.759559805,0.296388869,1.41428071,0.5,0.310833333,1.788416667,47,0.869166667,18.6,0.434166667,6.8,-0.070171991,0.343992248,1.090882266,0.210024442,0.225238095,2.27369055,-0.201642274,-4.930288688,0.306666667,0.718022359,0.181032654,5.823754628,0.277218615,2.038287532,78.2,15,0.155167587,12.2937729,0.395283295,1.267657343,0.92,0.225673941,3.026161746,120.6,1.177920411,47,1.429525032,57,0.11304234,0.455163399,1.079287011,0.207360853,0.28390252,1.727419604,0.104150972,4.245644319,0.400256739,1.076929732,0.208676303,8.048128581,0.39035409,1.465385369,TRUE
